阅读,评论,标题,作者,最后更新
246,0,昨天尾盘本来买科技股的入了比亚迪231卖了，本来赚7个,割肉就涨哎,06-16 10:56
287,1,加仓了，还赚1%，恒大汽车都几千亿，比亚迪才多少。全,十倍妖股到我家,06-16 10:56
222,0,梭哈了三峡能源,静心听海笑,06-16 10:55
20806,133,一口气反弹60%！6000亿市值“车茅”归来 最火鸿蒙概念,比亚迪资讯,06-16 10:55
212,0,继续回踩200,卡小错6875,06-16 10:54
1789,6,从综合竞争力上讲，一万亿的宁德时代和一千亿美元的BY,西楚股客,06-16 10:54
473,2,比亚迪20亿减持倒计时,打豆豆哦,06-16 10:53
184,0,射了,pingan10,06-16 10:53
337,1,237的确应该出来一下,基民qnB5nG,06-16 10:53
173,0,盘跑吧3300再来,股友9A7829903p,06-16 10:51
218,0,挺住大家别下车,股友ncSK7p,06-16 10:51
214,0,开始割,舍得G,06-16 10:50
238,0,怎么就是不信呢大跌呢,有影有迹2,06-16 10:50
217,0,信任王传福！稳健！,长期确定性加风控,06-16 10:50
216,0,昨天补的时机不对，不然还赚不少。,十倍妖股到我家,06-16 10:50
491,2,228卖了，休息一段时间，被大盘走势吓到了。长期看到3,舒书数树,06-16 10:49
216,0,大概率加息跑吧,一年又一年1998,06-16 10:48
324,1,信号明确,熊先生3660,06-16 10:48
230,0,这波上到250元没问题,股友PnDZxL,06-16 10:47
249,0,股东大会？,丶可乐丶,06-16 10:46
231,0,今天收应该就亏2个点左右，所以现在抛肯定亏最多。,股友2f623889i8,06-16 10:46
178,0,加加加加仓,南彝客,06-16 10:46
215,0,今天为什么低开？？,飞黄万贯得宛露,06-16 10:45
312,1,这一波到193附近,偷塔者,06-16 10:43
292,1,早上就看谁跑得快了,韭菜苗炒蛋,06-16 10:43
277,1,今天必跌,韭菜苗炒蛋,06-16 10:43
283,0,主力的套路，看来第一波急跌没洗出去多少人，那就再杀,烟灰198,06-16 10:42
242,0,反弹之后继续下跌，这个情况是很可怕的,常州阳光,06-16 10:41
207,0,高位的故事好听吗？,只追热点涨停板,06-16 10:41
12344,61,《比亚迪的千元之路》新高和万亿市值，已经成为必然。,大开眼界520,06-16 10:39
3737,33,提高警惕！别让叫空人拿“员工持股计划公告”兴风作浪,牛股天下无敌,06-16 10:39
308,2,坚定不移继续持有比亚迪！一直到贰佰柒！,八方多谋得花无缺,06-16 10:39
12343,68,这下比亚迪年底股价过千真有希望了 看王传福讲话！6-1,春暖花开免摇号,06-16 10:38
13867,117,踏空小散别着急上火 比亚迪会回调给你们机会上车的 6-,春暖花开免摇号,06-16 10:38
16839,69,宁德单打一就440元！比亚迪五合一值多少钱？6-10,牛股天下无敌,06-16 10:37
288,1,今天不可能翻红,干就对了阿,06-16 10:37
197,0,哎！好儿子，爸爸抱抱,股友n88K112610,06-16 10:36
321,1,静观其变！,富可善贾地曹操,06-16 10:36
245,0,怎么看比亚迪头部名显出来了也很清昕！,股友czarpq,06-16 10:36
188,0,8分钱业绩    几百元  上千市盈率    真牛,锋利的水果刀,06-16 10:35
202,0,感谢主力231让我逃跑,多财腾达地黄药师,06-16 10:35
198,0,马上开始喋喋不休,韭菜苗炒蛋,06-16 10:34
221,0,快跑，尾盘暴跌满仓操作,金牌888888888,06-16 10:33
193,0,大哥你倒是雄起啊，别光熊不起了[滴汗],茁壮大韭菜,06-16 10:33
891,8,最近一个月，我买的股票从来没有涨过，我昨天买了比亚,股友82392B5I07,06-16 10:32
209,0,出利好，就要洗，所以切忌跟风炒作。,股友Z3J27,06-16 10:32
1282,0,你有电池板块，技术不比宁德时代差，只是规模小点宁，,小刚节节高,06-16 10:32
672,2,突发！资金链断裂，麻烦来了！,拿着望远镜找股,06-16 10:32
2285,9,看日线图，昨天收出了一根红十字星。在高位，可能是黄,个韭菜的自我修养,06-16 10:32
232,0,转发,壹百万就这么难吗,06-16 10:31
282,1,早上222没买进，臭啊,想要飞得更高vvv,06-16 10:30
181,0,比亚迪会是未来趋势，很有能会占领电动汽车界大部分市,点石斗金地雨晨,06-16 10:30
188,0,表演吧，我看着呢,一起割主力,06-16 10:27
205,0,前几分钟货出了，现在开始死跌,韭菜苗炒蛋,06-16 10:27
303,1,我想知道，哪路神人加仓了,股妹小额,06-16 10:26
301,0,今天低开回䃼了昨天的缺口，也就是说化解了风险，沿着,股友PO3Vxd,06-16 10:26
524,4,都说了今天大跌不信？,有影有迹2,06-16 10:25
359,2,145割的，当初半死不活，消息满天飞,泸州老酒,06-16 10:25
539,3,果然下来了,基民n0o4Ga,06-16 10:25
1184,36,只值500亿被炒到5000亿，这是大财还是大坑……自己去,小哥驾到,06-16 10:23
218,0,这个抢筹能力绝绝子,唐珍珠,06-16 10:20
225,0,BYD(BiYangDe)，股价居高不下，坑爹啊！,泰格伍德,06-16 10:20
213,0,继续往上涨，不要给机会,股友792L52557J,06-16 10:19
175,0,[献花],股友675l079I71,06-16 10:19
295,1,不得调整调整啊，再不调整一直涨，心里有点虚啊,股友cpCFks,06-16 10:19
469,2,这个公告啥意思哦，2016年开始到昨天的减持吗,梦游先生S,06-16 10:18
219,0,比亚迪值一万亿吗？,长期确定性加风控,06-16 10:18
211,0,完全不给上车机会[哭][哭][哭][哭][哭][哭][哭],GW5000,06-16 10:18
233,0,该跌都不跌了。直接盘中调整，大牛,爱好这玩意,06-16 10:17
211,0,232出来半仓321没加仓拍肿大腿,基民qnB5nG,06-16 10:17
173,0,转发,W美杜莎女王W,06-16 10:17
250,0,连续4天低开高走，主力连吸带拉。,fy51770,06-16 10:16
193,0,缺口已补，继续飞,股友ACvjrV,06-16 10:16
183,0,出货搜搜的,韭菜苗炒蛋,06-16 10:16
227,0,BYD今天走独立行情[赞],股友w15n952009,06-16 10:16
231,0,差点心态就崩了，还好顶住压力，补仓了,猫蛋只有一个,06-16 10:15
207,0,比亚迪，洗洗更健康，洗洗更快乐。坐轿。,小明同学9号,06-16 10:13
2774,16,股吧里到处有人叫空 实在是作黄粱美梦！6-16,春暖花开免摇号,06-16 10:13
408,2,跌啊我还能再补一手,壁血憨憨兽,06-16 10:13
194,0,这是电门到底了的节奏,Alpha777,06-16 10:12
220,0,跌啊，235卖了222买了，强烈建议跌停,柳飘漂,06-16 10:12
251,0,加一点,八楼老王,06-16 10:12
228,0,比亚迪最少多少股才能买？,生意生财de孤独博,06-16 10:11
216,0,没有股德，说好的回调呢？,啦啦虎娃,06-16 10:10
348,2,今天不买，明天站上半年线，你又后悔了,黄海兰188,06-16 10:09
312,1,今天增仓一百股，只进不出，是否正确？,想要飞得更高vvv,06-16 10:08
190,0,继续诱惑,要记得我爱你,06-16 10:08
622,4,高开低走,股友ASQHaY,06-16 10:08
234,0,绝对是空中加油打压吸筹，大家且行且珍惜！,六六大顺688,06-16 10:07
13002,1,【资讯早知道】比亚迪董事长紧急澄清：劝雷军别造车是,嘉实基金,06-16 10:07
580,3,走势真如所料,逆向思维炒股啊,06-16 10:07
1441,6,"个人炒股有感：1.心态：上涨不急,下跌不慌,赚钱不骄,",心如莲花不着水,06-16 10:07
169,0,转发,W美杜莎女王W,06-16 10:06
210,0,发挥你的优势，继续逆大盘涨上去。,龙抬头99,06-16 10:06
241,0,这是想起来功率器件比亚迪才是龙头，市占率第一？,n1425266269007ae,06-16 10:06
225,0,今天加仓机会，这票看到250,烂韭菜跑飞快,06-16 10:05
214,0,抄底了223,清风堂堂主,06-16 10:05
223,0,360.1山顶的风好清新,基民t512673T87,06-16 10:05
236,0,天哪洗出去了,烟火虽美,06-16 10:05
243,0,昨天被洗出去了，不敢进了，主力好坏,黎明前抄底,06-16 10:05
13409,62,明日（6/16）股民要重点关注三大题材潜力机会！一、题,财神小师妹,06-16 10:04
293,0,卖飞了[大哭],股友K25d298853,06-16 10:03
220,0,港股咋啦,洋火北极星,06-16 10:03
223,0,亲！千万换白酒洼地600197两年五倍！,股友It3lzm,06-16 10:03
596,0,昨天出了的员工减持到期公告没啥影响，这块去年就大部,轩逍客,06-16 10:01
584,2,港股跌4个点了，咋整,mengjiesh,06-16 10:00
264,0,洗白白,詩和遠方88,06-16 10:00
14286,355,王传福谈小米造车：50亿不算钱 雷总亏50亿是小事 时间,小米集团-W资讯,06-16 09:59
20450,160,比亚迪董事长紧急澄清：劝雷军别造车是误读！还放出一,比亚迪资讯,06-16 09:59
242,0,完犊子了。不要命的抄底[哭],股友ASQHaY,06-16 09:59
419,2,分歧很大的一天,唐珍珠,06-16 09:58
273,0,等我[哭][哭][哭],GW5000,06-16 09:56
209,0,转发,W美杜莎女王W,06-16 09:51
292,0,5日线都没破，急啥[想一下],上班辛苦业余玩,06-16 09:49
482,2,什么情况,无锡韭菜王,06-16 09:48
814,12,准备买车了。女朋友想要红色。我喜欢黑[哭]。,王传福漳州分福,06-16 09:48
210,0,跌停吧，,一万点后考虑卖出,06-16 09:47
302,0,加仓的好机会[上涨],石佛财经,06-16 09:47
414,0,能源安全自主！页岩油气战略规划超预期！辽宁成大新疆,佛山鼎胜创投,06-16 09:46
229,0,你也是有功率半导体资质的啊,vim_future,06-16 09:45
301,1,那我走？,股友0Qbewl,06-16 09:43
237,0,注意看看吧空狗们还不快跑,有影有迹2,06-16 09:42
241,2,今年万亿,熊市赚钱了,06-16 09:42
14390,0,又火了！近一年中证新能源指数上涨129%，投资前一定要,南方基金,06-16 09:42
786,12,比亚迪黑心企业，王传福欠我钱，08年逼迫员工自动离职,股友TtcDQH,06-16 09:42
330,1,昨天满仓／今天大不了还你百分之十,我是小散永远看多,06-16 09:41
1045,2,牛啊牛啊，这油耗，我大众的是他的12倍啊。最近油价都,股友90JTmx,06-16 09:41
224,1,小米大量招聘造车工程师，打脸王传福,工行一枝花,06-16 09:40
1158,2,通过观察走势与量价配合来分析庄家持仓量，在吃货阶段,金龙鱼投资小姐姐,06-16 09:40
466,2,说了大跌涨不上去不信,有影有迹2,06-16 09:40
272,0,230,空仓看牛市,06-16 09:39
259,0,最后上车机会，看你能不能把握住,mengjiesh,06-16 09:38
246,0,麻烦跌到218我想接回来,蘑菇上树上,06-16 09:38
394,2,预料之中,往事在线,06-16 09:38
271,2,比亚迪涨疯了,大蛋买入,06-16 09:38
337,0,比亚迪6月16日快速反弹,比亚迪资讯,06-16 09:38
250,0,比亚迪市盈率太恐怖了！,股友czarpq,06-16 09:36
246,0,涨停了，涨停了，1000倍市盈率来了。,基民mFYAUe,06-16 09:36
333,2,放量大涨稳了！,BJ777,06-16 09:36
481,4,资金疯狂涌入，有啥大利好？,望天湖,06-16 09:36
220,0,抢到就是赚到,空仓看牛市,06-16 09:35
346,2,厉害,安静的lsk,06-16 09:35
312,2,苹果要用比亚迪的电池,昵楠楠,06-16 09:35
334,2,真强,小白就是我713,06-16 09:35
232,0,涨了这么多天，调整调整[大笑],股友9CTcCc,06-16 09:35
331,1,高位十字星后果然是大跌,常州阳光,06-16 09:35
451,3,比亚迪是骗钱的,股友8DgdVm,06-16 09:35
280,2,本月挑战前期高点,林好富,06-16 09:35
556,3,有消息传比亚迪汉hicar搭载华为鸿蒙系统预计下个月上,高冷麒麟,06-16 09:35
445,2,加油涨停,BJ777,06-16 09:35
388,2,比亚迪真的要崛起啊，深圳比亚迪汉是的真的多，快成街,炒骨工程狮,06-16 09:35
215,1,冲啊！！我全仓看好你的啊，涨停，涨停！！！！[呲牙],阿土伯123456,06-16 09:34
430,4,明天大阳,空仓看牛市,06-16 09:34
323,3,比亚迪会涨刭1000,西红柿炒鸡蛋71,06-16 09:34
304,2,万亿比亚迪,小刚节节高,06-16 09:34
291,2,大涨啊，可惜卖了[哭],一杯二杯喝不醉,06-16 09:34
226,0,大家把筹码交给主力，才能拉升[呲牙][呲牙][呲牙],大鹏第二军团,06-16 09:34
294,2,牛逼,八楼老王,06-16 09:34
218,1,猛啊比比,很Nice的柚子,06-16 09:34
278,2,继续看多比亚迪,东方短线高手,06-16 09:34
214,2,苹果来了,股友jMz7CG,06-16 09:34
193,2,期待涨停,短线题材股涨停板,06-16 09:34
278,1,下周二股东大会，会不会涨,基民N656872c98,06-16 09:34
284,2,今天大肉，下周调整。切记,南彝客,06-16 09:34
372,4,加油上涨,龙抬头99,06-16 09:34
235,0,快跑,股友2Ik2789838,06-16 09:34
246,2,我服了，你牛逼,股友ZL3dVf,06-16 09:34
200,2,跟我一起冲,永乐资本,06-16 09:34
283,2,真牛,很Nice的柚子,06-16 09:34
243,3,厉害了我的迪迪！加油！[拳头],股友gnzRxb,06-16 09:34
394,3,下午要起飞了吗？,招财生财得露娜,06-16 09:34
451,5,比亚迪将会替代宁德称为电池霸主,鑫鑫之火慢慢,06-16 09:34
231,2,加油呀，迪迪[看多],基民8358321l1N,06-16 09:34
304,3,创新高,空仓看牛市,06-16 09:33
234,2,别涨太快，每天一个点就够。。,卖房炒股发家致富,06-16 09:33
365,2,趋势已现,漫不经心玩股票,06-16 09:33
530,6,苹果要跟你合作了！飞起来吧！,股友ACvjrV,06-16 09:33
588,2,比亚迪，大牛啊,诚信胜金,06-16 09:33
236,2,这也太猛了吧,股友50ZC219906,06-16 09:33
999,2,苹果和比亚迪合作，刀片电池苹果公司最喜欢了！,把股票当做游戏,06-16 09:33
184,2,今天你是唯一给我安慰的,BJ777,06-16 09:33
1503,6,早盘果断买入比亚迪，看好国内新能源王者比亚迪,牛市超级主升浪,06-16 09:33
280,2,好股看比亚迪[赞][赞][赞],股友JpH5lf,06-16 09:33
355,2,神秘技术专家Z签约比亚迪，实现电池管理高新技术再突,点石满斗的,06-16 09:33
243,1,拿不住了吧？,云飞扬FLY,06-16 09:33
325,2,如期而至,TaNk有梦小哥哥,06-16 09:33
253,2,有后劲！冲！[赞][赞][赞],股友JpH5lf,06-16 09:32
265,2,快冲上去领涨,今天比明天好,06-16 09:32
291,2,给机会跑没抓住,财运暴富的明月心,06-16 09:32
404,2,输赢乃兵家常事。长期持有就完了,涨停买不停,06-16 09:32
186,0,涨多了自然要跌,财源滚滚进我家,06-16 09:32
538,2,比亚迪(002594)融资融券信息(06-04),比亚迪资讯,06-16 09:32
193,0,今天下去了。美股爆炸,股友8q6893B803,06-16 09:32
774,6,今晚出销量可能远不及预期！,生意是一门艺术,06-16 09:32
203,2,持有比亚迪心安,财运钵满的叶孤城,06-16 09:32
296,2,下周一全部进攻比亚迪，支持国产新能源汽车，比亚迪唐,股友QUUS2Q,06-16 09:32
223,2,牛逼！一步步来！,虚荣地装牛,06-16 09:32
503,4,买比亚迪的车买比亚迪的股票。,神机妙算的黄蓉,06-16 09:32
190,0,小迪迪你怎么了这么点打击都受不了？怎么当大哥,股友nkDCAU,06-16 09:32
283,2,强,大吉四海地张三丰,06-16 09:32
947,6,华为比亚迪已经开始合作了，这股价会爆炸吗,基民1Op5728638,06-16 09:32
355,3,苹果与宁德时代和比亚迪磋商为其电动汽车项目供应电池,樂20181212,06-16 09:32
3211,1,【晨信0616】沪指跌0.92%半导体板块走强AR概念表现活,国海富兰克林基金,06-16 09:34
272,2,比亚迪继续拿,股友x2559293o9,06-16 09:32
292,1,比亚迪将大跌,股友czarpq,06-16 09:32
205,0,开始了,基民V77a777295,06-16 09:31
444,3,懂技术的人讲，高位十字星不好，看看今天咋样,常州阳光,06-16 09:31
254,1,昨儿进来的人又没了,股友一九九七,06-16 09:31
837,0,2021年，这些轮胎企业消失,轮胎商业网,06-16 09:31
229,0,触及压力位，以及缺口，跌几个点不是很正常，财不入急,盆满高雅地小舞,06-16 09:31
236,1,今天最少绿五个点赶紧跑[滴汗],基民06097RG163,06-16 09:30
245,0,今天跌停,小帅哥哥哦,06-16 09:29
2712,0,不出意外的话今天低开平走就行。缩量是关键。$比亚迪(,操盘手来了,06-16 09:28
461,2,汉DMI快上市了,股友U1850Q6601,06-16 09:28
332,1,今天开盘就跑，万万不可犹豫！,云飞扬FLY,06-16 09:27
221,0,港股直接拉回,一顽强的烤韭菜,06-16 09:25
218,0,今天可抄底,哈哈哈哈哈1987,06-16 09:25
237,0,新高可期,空仓看牛市,06-16 09:25
331,3,各位大佬，汉怎么样？混动好还是纯电好，给你建议，谢,铜陵小韭菜,06-16 09:24
262,0,撤退不要贪心,菲特巴之上海分非,06-16 09:23
228,0,好公司不代表是好价格,某信Agu4000,06-16 09:23
311,1,又减持，买什么都要减持,拉萨帮重庆分部,06-16 09:23
310,0,新能源大跌[哭],恭喜来财地夏雪宜,06-16 09:23
453,3,先说，今天大跌，我看谁表演[大笑],有影有迹2,06-16 09:22
267,0,有人砸盘,财管小股民,06-16 09:22
30797,10,什么信号？又一超级城市入局新能源汽车！,操盘必读,06-16 09:21
252,0,卖飞了，这帮哈比,天天牛市天天股灾,06-16 09:20
183,0,调整一下,金玉来财地张三丰,06-16 09:20
428,1,第345批新车申报，懂的都懂[呲牙],PAN14,06-16 09:19
365,1,230/240逃顶机会谁还执着直接套你在山上[大笑][大笑],股友vk3xny,06-16 09:18
230,0,今天逢高清仓，,rockclimbing2137,06-16 09:17
168,0,不知道今天会不会跌,多财成金der,06-16 09:17
702,1,皇帝的新衣,逍遥ZXB5872,06-16 09:14
6973,26,一个巨大的泡沫正在产生，每个人都在疯狂的吹着这个泡,犀利资深哥,06-16 09:13
317,2,员工持股比例是多少？？,好吃的韭菜盒子,06-16 09:12
260,0,作为球迷，连国足都能踢赢叙利亚，还有什么让我不坚持,盘股小魔仙丶,06-16 09:11
384,2,股吧里越不看好比亚迪，持有就稳了,股友991hc15006,06-16 09:09
407,1,员工减持是比亚迪让员工让出股份给机构，让员工股份别,股友nkDCAU,06-16 09:09
